Sample_ID,Timestamp,Ground_Truth_Class,Predicted_Threat_Class,Confidence_Score (%),Physical_Actual_Signal (tcp.len),Digital_Twin_Forecast (tcp.len),Mean_Continuous_Residual,Operational_Filter_Decision,Filter_Reason,Primary_SHAP_Risk_Driver,Operational_Outcome,Industrial_Protection_Benefit
99,2026-08-23 11:42:46,SQL_injection,SQL_injection,98.43,707.0,0.0,2121.303,PASS,High-fidelity alert: Confidence (98.4%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
100,2026-08-23 11:42:46,DDoS_TCP,DDoS_TCP,99.97,120.0,0.0,124655823.9265,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
101,2026-08-23 11:42:47,Port_Scanning,Port_Scanning,99.86,0.0,0.0,4663.4411,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
102,2026-08-23 11:42:47,Normal,Normal,99.81,0.0,0.0,8554.4291,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
103,2026-08-23 11:42:48,SQL_injection,SQL_injection,59.89,0.0,0.0,967.6794,SUPPRESS,Alert suppressed: Low model confidence (59.9% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
104,2026-08-23 11:42:48,Ransomware,MITM,27.27,0.0,0.0,2493.777,SUPPRESS,Alert suppressed: Low model confidence (27.3% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
105,2026-08-23 11:42:49,DDoS_UDP,DDoS_UDP,99.95,0.0,0.0,109202.9252,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
106,2026-08-23 11:42:49,Backdoor,Backdoor,99.95,0.0,0.0,56270.2805,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
107,2026-08-23 11:42:50,Backdoor,Backdoor,99.95,1392.0,0.0,4935389.1394,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
108,2026-08-23 11:42:50,SQL_injection,SQL_injection,99.39,477.0,0.0,484.8863,PASS,High-fidelity alert: Confidence (99.4%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
109,2026-08-23 11:42:51,Backdoor,Backdoor,99.94,304.0,0.0,117734.7771,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
110,2026-08-23 11:42:51,Password,Password,99.78,0.0,0.0,563164.9083,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
111,2026-08-23 11:42:52,DDoS_UDP,DDoS_UDP,99.98,0.0,0.0,259282.4423,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
112,2026-08-23 11:42:52,Vulnerability_scanner,Vulnerability_scanner,56.11,0.0,0.0,6177.5093,SUPPRESS,Alert suppressed: Low model confidence (56.1% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
113,2026-08-23 11:42:53,Normal,Normal,99.94,1440.0,0.0,1646616.5047,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
114,2026-08-23 11:42:53,DDoS_ICMP,DDoS_ICMP,99.92,0.0,0.0,19597.3155,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
115,2026-08-23 11:42:54,DDoS_HTTP,DDoS_HTTP,98.0,0.0,0.0,4821.244,PASS,High-fidelity alert: Confidence (98.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
116,2026-08-23 11:42:54,DDoS_UDP,DDoS_UDP,99.95,0.0,0.0,319038.1678,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
117,2026-08-23 11:42:55,Password,DDoS_HTTP,52.41,0.0,0.0,2626.8166,SUPPRESS,Alert suppressed: Low model confidence (52.4% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
118,2026-08-23 11:42:55,DDoS_HTTP,SQL_injection,68.4,0.0,0.0,10621380.7135,PASS,High-fidelity alert: Confidence (68.4%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
119,2026-08-23 11:42:56,DDoS_HTTP,DDoS_HTTP,96.23,297.0,0.0,559.3823,PASS,High-fidelity alert: Confidence (96.2%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
120,2026-08-23 11:42:56,Ransomware,Ransomware,99.96,0.0,0.0,20415.9289,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
121,2026-08-23 11:42:57,Port_Scanning,Port_Scanning,99.88,0.0,0.0,31936.9031,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
122,2026-08-23 11:42:57,Vulnerability_scanner,Vulnerability_scanner,99.97,362.0,2.72,5603.5087,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
123,2026-08-23 11:42:58,XSS,XSS,99.78,0.0,0.0,3480.9032,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
124,2026-08-23 11:42:58,DDoS_UDP,DDoS_UDP,99.95,0.0,0.0,44438.7335,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
125,2026-08-23 11:42:59,DDoS_HTTP,DDoS_HTTP,98.73,0.0,0.0,3313.5303,PASS,High-fidelity alert: Confidence (98.7%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
126,2026-08-23 11:42:59,Uploading,Uploading,98.93,0.0,0.0,799772.5642,PASS,High-fidelity alert: Confidence (98.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
127,2026-08-23 11:43:00,Uploading,Uploading,98.95,0.0,0.0,3441.8082,PASS,High-fidelity alert: Confidence (98.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
128,2026-08-23 11:43:00,Normal,Normal,99.91,0.0,0.0,985.3188,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
129,2026-08-23 11:43:01,Uploading,Uploading,95.46,107.0,0.45,54743.4964,PASS,High-fidelity alert: Confidence (95.5%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
130,2026-08-23 11:43:01,DDoS_UDP,DDoS_UDP,99.95,0.0,0.0,155623.8399,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
131,2026-08-23 11:43:02,Uploading,Uploading,99.32,0.0,0.0,6362.9224,PASS,High-fidelity alert: Confidence (99.3%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
132,2026-08-23 11:43:02,Backdoor,Backdoor,99.95,816.0,0.0,649307.9633,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
133,2026-08-23 11:43:03,Ransomware,Ransomware,99.88,464.0,0.0,13982.9738,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
134,2026-08-23 11:43:03,XSS,XSS,99.77,0.0,0.0,6662.58,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
135,2026-08-23 11:43:04,Fingerprinting,Fingerprinting,98.65,0.0,0.0,69706.6134,PASS,High-fidelity alert: Confidence (98.7%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
136,2026-08-23 11:43:04,Backdoor,Backdoor,99.95,0.0,0.0,189405.7458,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
137,2026-08-23 11:43:05,DDoS_UDP,DDoS_UDP,99.95,0.0,0.0,17645.0972,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
138,2026-08-23 11:43:05,DDoS_TCP,DDoS_TCP,99.96,120.0,0.58,98274318.7846,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
139,2026-08-23 11:43:06,Port_Scanning,Port_Scanning,99.91,0.0,0.0,35150382.1484,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
140,2026-08-23 11:43:06,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,18775.5312,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
141,2026-08-23 11:43:07,SQL_injection,SQL_injection,68.65,0.0,0.0,3808.1632,PASS,High-fidelity alert: Confidence (68.7%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
142,2026-08-23 11:43:07,DDoS_ICMP,DDoS_ICMP,99.94,0.0,0.0,17614.0603,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
143,2026-08-23 11:43:08,XSS,MITM,31.73,0.0,0.0,2756.65,SUPPRESS,Alert suppressed: Low model confidence (31.7% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
144,2026-08-23 11:43:08,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,10927.8052,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
145,2026-08-23 11:43:09,Fingerprinting,Fingerprinting,96.87,0.0,0.0,2322.3293,PASS,High-fidelity alert: Confidence (96.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
146,2026-08-23 11:43:09,Vulnerability_scanner,Vulnerability_scanner,99.97,494.0,14.34,13296.3349,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
147,2026-08-23 11:43:10,MITM,Ransomware,45.03,0.0,0.0,3284.2171,SUPPRESS,Alert suppressed: Low model confidence (45.0% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
148,2026-08-23 11:43:10,Ransomware,Ransomware,99.88,464.0,0.67,26003.8816,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
149,2026-08-23 11:43:11,DDoS_TCP,DDoS_TCP,99.92,120.0,7.48,222827634.9074,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
150,2026-08-23 11:43:11,Normal,Normal,99.96,0.0,0.0,518.2661,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
151,2026-08-23 11:43:12,Vulnerability_scanner,Vulnerability_scanner,99.98,495.0,2.88,2772.9143,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
152,2026-08-23 11:43:12,Uploading,Uploading,99.25,0.0,0.0,901.1343,PASS,High-fidelity alert: Confidence (99.3%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
153,2026-08-23 11:43:13,Port_Scanning,Port_Scanning,99.92,0.0,0.0,237627670.1959,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
154,2026-08-23 11:43:13,XSS,XSS,99.17,0.0,0.0,1322.8459,PASS,High-fidelity alert: Confidence (99.2%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
155,2026-08-23 11:43:14,Fingerprinting,Fingerprinting,98.9,0.0,0.0,9825.9475,PASS,High-fidelity alert: Confidence (98.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
156,2026-08-23 11:43:14,XSS,XSS,99.77,0.0,0.0,1585.1054,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
157,2026-08-23 11:43:15,SQL_injection,SQL_injection,98.99,0.0,0.0,3282.4748,PASS,High-fidelity alert: Confidence (99.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
158,2026-08-23 11:43:15,DDoS_HTTP,SQL_injection,60.31,0.0,0.0,4260.9841,SUPPRESS,Alert suppressed: Low model confidence (60.3% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
159,2026-08-23 11:43:16,DDoS_TCP,DDoS_TCP,99.93,0.0,0.0,3679.1513,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
160,2026-08-23 11:43:16,Backdoor,Backdoor,99.96,0.0,0.0,115175.8544,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
161,2026-08-23 11:43:17,DDoS_UDP,DDoS_UDP,99.94,0.0,0.0,129709.0909,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
162,2026-08-23 11:43:17,DDoS_TCP,DDoS_TCP,99.96,120.0,0.0,5913403.6147,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
163,2026-08-23 11:43:18,Ransomware,Ransomware,99.55,0.0,0.0,2289851.7464,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
164,2026-08-23 11:43:18,XSS,XSS,99.82,0.0,0.0,5161.2455,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
165,2026-08-23 11:43:19,DDoS_HTTP,DDoS_HTTP,68.69,0.0,0.0,1523.6277,PASS,High-fidelity alert: Confidence (68.7%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
166,2026-08-23 11:43:19,DDoS_HTTP,DDoS_HTTP,71.73,0.0,0.0,173964.1365,PASS,High-fidelity alert: Confidence (71.7%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
